player,tenure_start,tenure_complete,tenure_finish,experience,year_min,year_max,allstar_games,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,batting_avg,onbase_perc,slugging_perc,onbase_plus_slugging,onbase_plus_slugging_plus,pos_summary
David Aardsma,-,-,-,1,2013,2013,0,41,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1
Don Aase,-,-,-,1,1989,1989,0,49,5,5,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,1
Kurt Abbott,-,-,-,1,2000,2000,0,79,173,157,22,34,7,1,6,12,1,1,14,51,.217,.283,.389,.672,71,6-4-5-O
Bobby Abreu,-,-,F,1,2014,2014,0,78,155,133,12,33,9,0,1,14,1,0,20,21,.248,.342,.338,.680,97,O
Juan Acevedo,-,-,-,1,1997,1997,0,22,7,6,0,0,0,0,0,0,0,0,0,5,.000,.000,.000,.000,-100,-1
Manny Acosta,-,-,F,3,2010,2012,0,126,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1
Ty Adcock,-,-,F,1,2024,2024,0,0,0,,,,,,,,,,,,,,,,,-1
Jon Adkins,-,-,-,1,2007,2007,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,-1
Benny Agbayani,S,-,-,4,1998,2001,0,322,1084,937,130,264,51,6,35,129,15,16,123,206,.282,.372,.461,.833,115,O
Tommie Agee,-,-,-,5,1968,1972,0,661,2687,2416,344,632,107,14,82,265,92,47,232,572,.262,.329,.419,.748,110,+O
Chris Aguila,-,-,F,1,2008,2008,0,8,15,12,0,2,0,0,0,0,0,0,2,4,.167,.286,.167,.452,24,-O
Rick Aguilera,S,-,-,5,1985,1989,0,119,160,138,12,28,3,0,3,11,0,0,6,37,.203,.236,.290,.526,46,1
Jack Aker,-,-,F,1,1974,1974,0,24,2,2,1,1,1,0,0,0,0,0,0,0,.500,.500,1.000,1.500,315,-1
Manny Alexander,-,-,-,1,1997,1997,0,54,161,149,26,37,9,3,2,15,11,0,9,38,.248,.294,.389,.683,80,4-6-5
Edgardo Alfonzo,S,-,-,8,1995,2002,1,1086,4449,3897,614,1136,212,14,120,538,45,14,458,498,.292,.367,.445,.812,113,+4+56
Neil Allen,S,-,-,5,1979,1983,0,223,57,49,1,4,0,1,0,0,0,0,3,22,.082,.135,.122,.257,-27,1
Jermaine Allensworth,-,-,F,2,1998,1999,0,74,143,127,23,27,4,0,5,13,2,3,11,39,.213,.284,.362,.646,67,O
Bill Almon,-,-,-,2,1980,1987,0,97,182,166,21,32,6,2,0,8,3,0,16,43,.193,.264,.253,.517,45,6-4-5-3-O
Abraham Almonte,-,-,F,1,2023,2023,0,8,16,15,1,1,1,0,0,0,0,0,1,8,.067,.125,.133,.258,-28,-O
Edwin Almonte,S,C,F,1,2003,2003,0,12,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,-1
Albert Almora,-,-,-,1,2021,2021,0,47,54,52,3,6,3,0,0,0,0,0,2,17,.115,.148,.173,.321,-12,O-1
Roberto Alomar HOF,-,-,-,2,2002,2003,0,222,957,853,107,226,41,5,13,75,22,4,86,123,.265,.333,.370,.703,88,4
Sandy Alomar,-,-,-,1,1967,1967,0,15,22,22,1,0,0,0,0,0,0,0,0,6,.000,.000,.000,.000,-100,-6-5-4
Sandy Alomar,-,-,F,1,2007,2007,0,8,22,22,1,3,1,0,0,0,0,0,0,3,.136,.136,.182,.318,-18,-2
Pete Alonso,S,C,F,6,2019,2024,4,792,3379,2945,463,735,137,7,214,555,16,2,332,748,.250,.339,.519,.858,135,+3
Jesús Alou,-,-,-,1,1975,1975,0,62,108,102,8,27,3,0,0,11,0,1,4,5,.265,.299,.294,.593,69,-O
Moisés Alou,-,-,F,2,2007,2008,0,102,414,377,55,129,21,1,13,58,4,1,29,34,.342,.391,.507,.898,133,O
Aaron Altherr,-,-,F,1,2019,2019,0,26,35,31,6,4,1,0,1,2,0,0,2,15,.129,.200,.258,.458,22,-O
George Altman,-,-,-,1,1964,1964,0,124,445,422,48,97,14,1,9,47,4,2,18,70,.230,.262,.332,.594,69,O
Luis Alvarado,-,-,-,1,1977,1977,0,1,2,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,-4
Dario Álvarez,S,-,-,2,2014,2015,0,10,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,-1
Francisco Alvarez,S,C,F,3,2022,2024,0,181,629,567,73,127,25,1,31,90,3,0,53,160,.224,.297,.436,.733,103,2
R.J. Alvarez,-,-,F,1,2022,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,-1
Chip Ambres,-,-,-,1,2007,2007,0,3,3,3,0,1,0,0,0,1,0,0,0,1,.333,.333,.333,.667,75,-O
Craig Anderson,-,-,F,3,1962,1964,0,57,42,38,2,4,0,0,0,0,0,0,1,13,.105,.128,.105,.233,-36,1
Jason Anderson,-,-,-,1,2003,2003,0,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,-1
Marlon Anderson,-,-,F,4,2005,2009,0,257,492,446,61,113,22,0,11,54,11,3,32,85,.253,.301,.377,.678,78,O3-4
Rick Anderson,S,-,-,1,1986,1986,0,15,12,11,1,1,0,0,0,0,0,0,0,4,.091,.091,.091,.182,-49,-1
Rick Ankiel,-,-,F,1,2013,2013,0,20,71,66,7,12,4,1,2,7,0,1,5,25,.182,.239,.364,.603,69,-O
Nori Aoki,-,-,F,1,2017,2017,0,27,116,102,16,29,7,1,0,8,5,0,13,10,.284,.371,.373,.743,101,-O
Bob Apodaca,S,C,F,5,1973,1977,0,184,68,58,4,10,3,0,0,3,0,0,5,17,.172,.234,.224,.459,31,1
Kevin Appier,-,-,-,1,2001,2001,0,31,67,62,4,7,0,0,0,4,0,0,1,24,.113,.141,.113,.254,-32,1
Jonathan Araúz,-,-,F,1,2023,2023,0,27,66,59,3,8,0,0,3,9,0,0,5,18,.136,.203,.288,.491,34,-5-4-6
Joaquín Arias,-,-,-,1,2010,2010,0,22,33,30,5,6,1,0,0,4,0,0,2,6,.200,.250,.233,.483,34,-4-6-O
Tony Armas,-,-,F,1,2008,2008,0,3,3,3,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,-1
Gerry Arrigo,-,-,-,1,1966,1966,0,17,12,10,2,5,2,0,0,3,0,0,2,1,.500,.583,.700,1.283,261,-1
Richie Ashburn HOF,-,-,F,1,1962,1962,2,135,473,389,60,119,7,3,7,28,12,7,81,39,.306,.424,.393,.817,121,O-4
Tucker Ashford,-,-,-,1,1983,1983,0,35,63,56,3,10,0,1,0,2,0,0,7,4,.179,.270,.214,.484,37,-5-4-2
Bob Aspromonte,-,-,F,1,1971,1971,0,104,377,342,21,77,9,1,5,33,0,2,29,25,.225,.285,.301,.586,68,5
Pedro Astacio,-,-,-,2,2002,2003,0,37,83,73,4,11,2,0,0,1,0,0,0,33,.151,.162,.178,.340,-9,1
Scott Atchison,-,-,-,1,2013,2013,0,48,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1
Luis Avilán,-,-,-,1,2019,2019,0,43,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1
Benny Ayala,S,-,-,2,1974,1976,0,45,106,94,11,19,1,0,3,10,0,1,9,23,.202,.274,.309,.582,66,-O
Luis Ayala,-,-,-,1,2008,2008,0,19,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,-1
Manny Aybar,-,-,F,1,2005,2005,0,22,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,-1
Wally Backman,S,-,-,9,1980,1988,0,765,2704,2369,359,670,95,14,7,165,106,46,260,335,.283,.353,.344,.696,97,+4-6-5
Mike Bacsik,-,-,-,2,2002,2003,0,15,24,21,0,2,1,0,0,2,0,0,0,4,.095,.095,.143,.238,-37,-1
Harrison Bader,-,-,F,1,2024,2024,0,91,310,287,42,76,16,0,8,37,14,8,14,68,.265,.306,.404,.711,103,O
Carlos Baerga,-,-,-,3,1996,1998,0,306,1140,1061,104,283,55,2,18,116,2,7,49,111,.267,.302,.373,.676,78,4-3-5
Javier Báez,-,-,-,1,2021,2021,0,47,186,167,32,50,9,0,9,22,5,2,13,53,.299,.371,.515,.886,140,4-6
Kevin Baez,S,C,F,3,1990,1993,0,63,168,151,10,27,10,0,0,7,0,0,13,17,.179,.244,.245,.489,34,6
Bob Bailor,-,-,-,3,1981,1983,0,279,867,797,88,212,25,2,1,69,40,6,48,51,.266,.308,.306,.614,73,645-O
Billy Baldwin,-,-,F,1,1976,1976,0,9,24,22,4,6,1,1,1,5,0,0,1,2,.273,.292,.545,.837,142,-O
James Baldwin,-,-,-,1,2004,2004,0,2,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,-1
Rick Baldwin,S,C,F,3,1975,1977,0,105,24,22,2,6,0,0,0,0,0,0,0,9,.273,.273,.273,.545,55,1
Anthony Banda,-,-,-,1,2021,2021,0,5,1,1,1,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,-1
Brian Bannister,S,-,-,1,2006,2006,0,8,13,12,2,4,3,0,0,2,0,0,0,3,.333,.333,.583,.917,131,-1
Rod Barajas,-,-,-,1,2010,2010,0,74,267,249,30,56,11,0,12,34,0,0,8,39,.225,.263,.414,.677,82,2
Jacob Barnes,-,-,-,1,2021,2021,0,17,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,-1
Lute Barnes,S,C,F,2,1972,1973,0,27,81,74,7,18,2,2,0,7,0,1,6,5,.243,.296,.324,.621,79,-4-6
Jeff Barry,S,-,-,1,1995,1995,0,15,16,15,2,2,1,0,0,0,0,0,1,8,.133,.188,.200,.388,4,-O
Tyler Bashlor,S,-,-,2,2018,2019,0,46,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,1
Kevin Bass,-,-,-,1,1992,1992,0,46,145,137,15,37,12,2,2,9,7,2,7,17,.270,.303,.431,.734,107,O
Chris Bassitt,-,-,-,1,2022,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1
Antonio Bastardo,-,-,-,1,2016,2016,0,40,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1
Miguel Batista,-,-,-,2,2011,2012,0,35,15,12,1,0,0,0,0,0,0,0,0,6,.000,.000,.000,.000,-100,1
Brett Baty,S,C,F,3,2022,2024,0,169,602,544,60,117,15,0,15,55,2,0,47,159,.215,.282,.325,.607,71,5-O
Buddy Baumann,-,-,F,1,2018,2018,0,3,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,-1
Ed Bauta,-,-,F,2,1963,1964,0,17,3,3,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,-1
Gerson Bautista,S,-,-,1,2018,2018,0,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,-1
José Bautista,-,-,-,1,2018,2018,0,83,302,245,37,50,13,0,9,37,2,2,51,84,.204,.351,.367,.718,102,O-5-3-4
Mike Baxter,-,-,-,3,2011,2013,0,185,406,345,46,80,22,4,4,25,10,5,47,82,.232,.340,.354,.694,96,O
Jason Bay,-,-,-,3,2010,2012,0,288,1125,986,128,231,41,7,26,124,26,2,119,258,.234,.318,.369,.687,90,O
Billy Beane,S,-,-,2,1984,1985,0,13,18,18,0,3,1,0,0,1,0,1,0,5,.167,.167,.222,.389,9,-O
Larry Bearnarth,S,-,-,4,1963,1966,0,171,64,62,4,10,3,1,0,3,0,0,1,25,.161,.188,.242,.429,22,1
Pedro Beato,S,-,-,2,2011,2012,0,63,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1
Blaine Beatty,S,C,F,2,1989,1991,0,7,2,2,0,1,0,0,0,0,0,0,0,0,.500,.500,.500,1.000,194,-1
Jim Beauchamp,-,-,F,2,1972,1973,0,108,201,181,15,46,2,1,5,33,1,0,14,44,.254,.303,.359,.663,89,3-O
Chris Beck,-,-,F,1,2018,2018,0,6,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,-1
Rich Becker,-,-,-,1,1998,1998,0,49,123,100,15,19,4,2,3,10,3,1,21,42,.190,.331,.360,.691,83,O
Derek Bell,-,-,-,1,2000,2000,0,144,622,546,87,145,31,1,18,69,8,4,65,125,.266,.348,.425,.773,98,O-1
Gus Bell,-,-,-,1,1962,1962,0,30,115,101,8,15,2,0,1,6,0,1,10,7,.149,.221,.198,.419,14,-O
Heath Bell,S,-,-,3,2004,2006,0,75,5,5,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,1
Jay Bell,-,-,F,1,2003,2003,0,72,142,116,11,21,1,0,0,3,0,0,22,38,.181,.319,.190,.509,39,-4-5-3-6
Carlos Beltrán,-,-,-,7,2005,2011,5,839,3640,3133,551,878,208,17,149,559,100,16,449,545,.280,.369,.500,.869,129,+O
Rigo Beltrán,-,-,-,2,1998,1999,0,27,2,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,-1
Armando Benítez,-,-,-,5,1999,2003,1,316,7,7,0,0,0,0,0,2,0,0,0,3,.000,.000,.000,.000,-100,+1
Dennis Bennett,-,-,-,1,1967,1967,0,8,8,8,1,2,0,0,0,0,0,0,0,3,.250,.250,.250,.500,45,-1
Gary Bennett,-,-,-,1,2001,2001,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,433,
Kris Benson,-,-,-,2,2004,2005,0,37,86,68,5,10,1,0,0,8,0,0,6,31,.147,.227,.162,.388,6,1
Butch Benton,S,-,-,2,1978,1980,0,16,29,25,1,3,0,0,0,2,0,0,2,4,.120,.241,.120,.361,6,-2
Juan Berenguer,S,-,-,3,1978,1980,0,16,13,10,0,1,0,0,0,0,0,0,2,4,.100,.250,.100,.350,2,-1
Bruce Berenyi,-,-,F,3,1984,1986,0,36,61,52,4,10,2,0,0,4,0,0,0,10,.192,.189,.231,.419,18,1
Dwight Bernard,S,-,-,2,1978,1979,0,62,9,5,0,1,0,0,0,0,0,0,2,2,.200,.429,.200,.629,85,1
Yogi Berra HOF,-,-,F,1,1965,1965,0,4,9,9,1,2,0,0,0,0,0,0,0,3,.222,.222,.222,.444,29,-2
Ángel Berroa,-,-,F,1,2009,2009,0,14,31,27,4,4,1,0,0,2,0,0,3,6,.148,.233,.185,.419,14,-6
Dellin Betances,-,-,F,2,2020,2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,-1
Jim Bethke,S,C,F,1,1965,1965,0,25,4,4,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,-1
Phil Bickford,-,-,-,1,2023,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,-1
Steve Bieser,S,-,-,1,1997,1997,0,47,81,69,16,17,3,0,0,4,2,3,7,20,.246,.346,.290,.636,71,-O-2
Mike Birkbeck,-,-,F,2,1992,1995,0,5,11,8,1,2,0,0,0,0,0,0,1,1,.250,.400,.250,.650,82,-1
Mike Bishop,S,C,F,1,1983,1983,0,3,11,8,2,1,1,0,0,0,0,0,3,4,.125,.364,.250,.614,74,-2
Vic Black,-,-,F,2,2013,2014,0,54,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1
Willie Blair,-,-,-,1,1998,1998,0,11,6,4,0,1,0,0,0,0,0,0,2,1,.250,.500,.250,.750,107,-1
Henry Blanco,-,-,-,1,2010,2010,0,50,144,130,10,28,5,0,2,8,1,0,11,26,.215,.271,.300,.571,56,2
Travis Blankenhorn,-,-,-,2,2021,2022,0,24,27,26,3,4,2,0,1,4,0,0,1,9,.154,.185,.346,.531,42,-4-O
Jerry Blevins,-,-,-,4,2015,2018,0,206,3,3,0,1,0,0,0,1,0,0,0,1,.333,.333,.333,.667,86,1
Terry Blocker,S,-,-,1,1985,1985,0,18,16,15,1,1,0,0,0,0,0,0,1,2,.067,.125,.067,.192,-44,-O
Bruce Bochy,-,-,-,1,1982,1982,0,17,53,49,4,15,4,0,2,8,0,0,4,6,.306,.358,.510,.869,142,-2-3
Tim Bogar,S,-,-,4,1993,1996,0,297,544,491,58,119,24,0,6,57,3,4,35,85,.242,.297,.328,.625,68,653-4-O
Brian Bohanon,-,-,-,2,1997,1998,0,43,49,47,1,12,1,0,0,7,0,0,0,19,.255,.250,.277,.527,40,1
Bruce Boisclair,S,C,F,5,1974,1979,0,410,1030,917,114,241,47,6,10,77,18,14,86,183,.263,.324,.360,.684,94,O-3
Dan Boitano,-,-,-,1,1981,1981,0,16,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,-1
Mark Bomback,-,-,-,1,1980,1980,0,36,53,43,5,10,3,0,0,5,0,0,3,15,.233,.313,.302,.615,75,1
Bobby Bonilla,-,-,-,5,1992,1999,2,515,2040,1779,264,481,98,8,95,295,8,13,243,334,.270,.356,.495,.851,128,O5-3
Mike Bordick,-,-,-,1,2000,2000,0,56,211,192,18,50,8,0,4,21,3,1,15,28,.260,.321,.365,.685,76,6
Toby Borland,-,-,-,1,1997,1997,0,13,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,-1
Don Bosch,-,-,-,2,1967,1968,0,94,223,204,21,32,1,1,3,9,3,3,14,57,.157,.210,.216,.426,26,O
Akeem Bostick,S,C,F,1,2021,2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,-1
Daryl Boston,-,-,-,3,1990,1992,0,382,1016,910,142,242,51,8,27,101,45,21,96,152,.266,.338,.429,.766,114,+O
Ken Boswell,S,-,-,8,1967,1974,0,681,2359,2116,231,528,74,15,31,193,26,14,192,207,.250,.312,.343,.654,85,+45-O
Ricky Bottalico,-,-,-,1,2004,2004,0,57,2,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,1
Ed Bouchee,-,-,F,1,1962,1962,0,50,106,87,7,14,2,0,3,10,0,0,18,17,.161,.302,.287,.589,59,-3
Larry Bowa,-,-,F,1,1985,1985,0,14,22,19,2,2,1,0,0,2,0,0,2,2,.105,.190,.158,.348,-1,-6-4
Blaine Boyer,-,-,-,1,2011,2011,0,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,-1
Ken Boyer,-,-,-,2,1966,1967,0,192,728,662,79,171,35,4,17,74,6,4,56,86,.258,.312,.400,.713,101,5-3
Brad Brach,-,-,-,2,2019,2020,0,14,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1
Chad Bradford,-,-,-,1,2006,2006,0,66,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1
Chasen Bradford,S,-,-,1,2017,2017,0,25,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,-1
Mark Bradley,-,-,F,1,1983,1983,0,73,115,104,10,21,4,0,3,5,4,2,11,35,.202,.278,.327,.605,68,O
Darren Bragg,-,-,-,1,2001,2001,0,18,63,57,4,15,6,0,0,5,3,2,4,23,.263,.323,.368,.691,83,-O
Craig Brazell,S,-,-,1,2004,2004,0,24,35,34,3,9,2,0,1,3,0,0,1,7,.265,.286,.412,.697,79,-3
Huascar Brazobán,-,-,F,1,2024,2024,0,0,0,,,,,,,,,,,,,,,,,-1
Eddie Bressoud,-,-,-,1,1966,1966,0,133,464,405,48,91,15,5,10,49,2,2,47,107,.225,.304,.360,.665,87,65-3-4
Jeff Brigham,-,-,F,1,2023,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1
Lance Broadway,-,-,F,1,2009,2009,0,8,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,-1
Rico Brogna,-,-,-,3,1994,1996,0,228,889,814,106,237,48,5,36,126,1,0,64,190,.291,.342,.495,.837,121,3
Hubie Brooks,S,-,-,6,1980,1991,0,654,2620,2400,244,640,96,12,44,269,31,19,172,387,.267,.318,.372,.690,94,+5O-6-4
Terry Bross,S,-,-,1,1991,1991,0,8,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,-1
Andrew Brown,-,-,F,2,2013,2014,0,87,214,194,22,42,6,0,9,31,1,0,16,59,.216,.278,.387,.665,88,O-3
Emil Brown,-,-,F,1,2009,2009,0,3,6,5,0,1,0,0,0,0,0,0,1,0,.200,.333,.200,.533,48,-O
Kevin Brown,S,-,-,1,1990,1990,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,-1
Leon Brown,S,C,F,1,1976,1976,0,64,74,70,11,15,3,0,0,2,2,4,4,4,.214,.257,.257,.514,51,O
Keon Broxton,-,-,-,1,2019,2019,0,34,53,49,5,7,1,0,0,2,4,1,4,22,.143,.208,.163,.371,2,-O
Jay Bruce,-,-,-,3,2016,2018,0,247,996,894,106,212,43,1,46,131,2,4,97,220,.237,.312,.442,.754,103,O3
Mike Bruhert,S,C,F,1,1978,1978,0,27,41,40,0,3,0,0,0,0,0,0,0,21,.075,.075,.075,.150,-57,-1
Brian Buchanan,-,-,F,1,2004,2004,0,2,4,3,0,0,0,0,0,0,0,0,1,1,.000,.250,.000,.250,-26,-3
Jerry Buchek,-,-,F,2,1967,1968,0,197,651,603,43,132,15,2,15,52,4,6,36,154,.219,.268,.325,.593,73,45-O-6
Taylor Buchholz,-,-,F,1,2011,2011,0,22,2,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,-1
John Buck,-,-,-,1,2013,2013,0,101,407,368,38,79,11,0,15,60,2,1,29,99,.215,.285,.367,.652,85,2
Damon Buford,-,-,-,1,1995,1995,0,44,162,136,24,32,5,0,4,12,7,7,19,28,.235,.346,.360,.706,90,O
Ambiorix Burgos,-,-,F,1,2007,2007,0,17,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,-1
Greg Burke,-,-,F,1,2013,2013,0,31,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,1
Tim Burke,-,-,-,2,1991,1992,0,50,5,5,0,0,0,0,0,0,0,0,0,4,.000,.000,.000,.000,-100,1
Jeromy Burnitz,S,-,-,4,1993,2003,0,350,1283,1119,178,265,47,6,53,152,15,18,140,301,.237,.329,.432,.761,102,+O
Larry Burright,-,-,F,2,1963,1964,0,44,117,107,9,22,2,1,0,3,1,0,8,25,.206,.274,.243,.516,50,-6-4-5
Ray Burris,-,-,-,2,1979,1980,0,33,63,57,1,6,0,0,0,0,0,1,2,20,.105,.136,.105,.241,-31,1
Brett Butler,-,-,-,1,1995,1995,0,90,418,367,54,114,13,7,1,25,21,7,43,42,.311,.381,.392,.773,109,O
José Buttó,S,C,F,3,2022,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,-1
Marlon Byrd,-,-,-,1,2013,2013,0,117,464,425,61,121,26,5,21,71,2,4,25,124,.285,.330,.518,.848,138,O
Paul Byrd,S,-,-,2,1995,1996,0,55,3,3,0,1,0,0,0,0,0,0,0,0,.333,.333,.333,.667,81,1
Tim Byrdak,-,-,F,3,2011,2013,0,126,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1
Asdrúbal Cabrera,-,-,-,3,2016,2018,0,374,1515,1375,179,384,85,2,55,179,8,3,117,267,.279,.339,.464,.803,117,645
Miguel Cairo,-,-,-,1,2005,2005,0,100,367,327,31,82,18,0,2,19,13,3,19,31,.251,.296,.324,.620,65,4-3-5-O
Jamie Callahan,S,C,F,1,2017,2017,0,8,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,-1
Mike Cameron,-,-,-,2,2004,2005,0,216,905,801,123,198,53,3,42,115,35,7,86,228,.247,.328,.478,.806,109,O
Eric Cammack,S,C,F,1,2000,2000,0,8,1,1,0,1,0,1,0,1,0,0,0,0,1.000,1.000,3.000,4.000,875,-1
Eric Campbell,S,-,-,3,2014,2016,0,196,505,438,53,97,18,0,7,44,9,3,53,116,.221,.312,.311,.622,76,53-O-4-6
Robinson Cancel,-,-,-,2,2008,2009,0,28,54,50,5,12,2,0,1,5,1,2,3,6,.240,.283,.340,.623,65,-2
John Candelaria,-,-,-,1,1987,1987,0,3,5,5,0,1,0,0,0,0,0,0,0,0,.200,.200,.200,.400,9,-1
John Cangelosi,-,-,-,1,1994,1994,0,62,135,111,14,28,4,0,0,4,5,1,19,20,.252,.371,.288,.660,77,O
Mark Canha,-,-,-,2,2022,2023,0,229,845,719,99,186,39,1,19,90,10,1,80,149,.259,.359,.395,.754,114,O-3-5
Chris Cannizzaro,-,-,-,4,1962,1965,0,249,657,581,41,137,21,3,0,30,1,8,62,122,.236,.312,.282,.594,70,2-O
Robinson Canó,-,-,-,3,2019,2022,0,168,648,602,72,162,37,0,24,72,0,0,36,104,.269,.315,.450,.765,105,4
Buzz Capra,S,-,-,3,1971,1973,0,41,21,15,2,3,0,0,0,1,0,0,5,3,.200,.400,.200,.600,77,1
Chris Capuano,-,-,-,1,2011,2011,0,34,62,56,2,4,2,0,0,0,0,0,0,33,.071,.071,.107,.179,-51,1
José Cardenal,-,-,-,2,1979,1980,0,37,93,79,12,18,5,0,2,8,1,1,12,7,.228,.333,.367,.700,97,-O-3
Don Cardwell,-,-,-,4,1967,1970,0,103,162,151,7,17,1,0,3,13,0,0,3,78,.113,.134,.179,.313,-10,1
Buddy Carlyle,-,-,F,2,2014,2015,0,38,1,1,0,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,480,1
Duke Carmel,-,-,-,1,1963,1963,0,47,167,149,11,35,5,3,3,18,2,2,16,37,.235,.307,.369,.676,94,-O-3
Chuck Carr,S,-,-,2,1990,1991,0,16,13,13,1,2,0,0,0,1,2,0,0,4,.154,.154,.154,.308,-13,-O
Carlos Carrasco,-,-,-,3,2021,2023,0,12,19,15,0,0,0,0,0,0,0,0,0,10,.000,.000,.000,.000,-100,1
D.J. Carrasco,-,-,F,2,2011,2012,0,42,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,1
Mark Carreon,S,-,-,5,1987,1991,0,272,646,596,73,162,26,0,21,65,5,5,42,74,.272,.325,.421,.746,109,O
Robert Carson,S,C,F,2,2012,2013,0,30,1,0,1,0,0,0,0,0,0,0,1,0,,1.000,,,,1
Chris Carter,-,-,F,1,2010,2010,0,100,180,167,15,44,9,0,4,24,1,2,12,17,.263,.317,.389,.706,92,O
Gary Carter HOF,-,-,-,5,1985,1989,4,600,2448,2176,272,542,73,7,89,349,2,3,219,249,.249,.319,.412,.731,104,+23-O-5
Raúl Casanova,-,-,F,1,2008,2008,0,20,61,55,5,15,2,0,1,6,0,0,6,10,.273,.344,.364,.708,88,-2
Alberto Castillo,S,-,-,4,1995,1998,0,92,214,182,19,36,5,0,2,14,1,3,21,46,.198,.286,.258,.545,47,2
Juan Castillo,S,C,F,1,1994,1994,0,2,5,5,0,1,0,0,0,1,0,0,0,1,.200,.200,.200,.400,6,-1
Luis Castillo,-,-,F,4,2007,2010,0,365,1469,1230,188,337,31,8,5,105,55,13,182,135,.274,.366,.324,.691,87,+4
Tony Castillo,-,-,-,1,1991,1991,0,10,6,4,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,-1
Miguel Castro,-,-,-,2,2020,2021,0,65,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1
Ramón Castro,-,-,-,5,2005,2009,0,269,785,701,83,177,41,0,33,121,1,0,71,187,.252,.321,.452,.774,101,2
Frank Catalanotto,-,-,F,1,2010,2010,0,25,26,25,2,4,1,0,0,1,0,0,1,5,.160,.192,.200,.392,8,-3-O
Gavin Cecchini,S,C,F,2,2016,2017,0,36,89,83,6,18,4,0,1,9,0,1,4,21,.217,.270,.301,.571,54,-4-6
Darrell Ceciliani,S,-,-,1,2015,2015,0,39,75,68,5,14,2,0,1,3,5,1,4,25,.206,.270,.279,.550,53,-O
Roger Cedeño,-,-,-,3,1999,2003,0,452,1614,1448,225,404,67,10,18,114,105,30,140,278,.279,.344,.376,.720,90,+O-4
